Sample Name,Date Collected,Sample prep date,Sex1F2M,1-Decanol REL,1-Undecanol REL,1-Dodecanol REL,1-Tridecanol REL,1-Tetradecanol REL,1-Pentadecanol REL,1-Hexadecanol REL,1-Heptadecanol REL,1-Octadecanol REL,2-Tridecanone REL,2-Tetradecanone REL,2-Pentadecanone REL,Tetradecanoic acid REL,Hexadecanoic acid REL,Prop1Decanol,Prop1Undecanol,Prop1Dodecanol,Prop1Tridecanol,Prop1Tetradecanol,Prop1Pentadecanol,Prop1Hexadecanol,Prop1Heptadecanol,Prop1Octadecanol,Prop2Undecanone,Prop2Dodecanone,Prop2Tridecanone,Prop2Tetradecanone,Prop2Pentadecanone,Prop2Hexadecanone,PropDodecanoic acid,PropTetradecanoic acid,PropHexadecanoic acid,PropStearic acid,Abs1Decanol,Abs1Undecanol,Abs1Dodecanol,Abs1Tridecanol,Abs1Tetradecanol,Abs1Pentadecanol,Abs1Hexadecanol,Abs1Heptadecanol,Abs1Octadecanol,Abs2Undecanone,Abs2Dodecanone,Abs2Tridecanone,Abs2Tetradecanone,Abs2Pentadecanone,Abs2Hexadecanone,AbsDodecanoic acid,AbsTetradecanoic acid,AbsHexadecanoic acid,AbsStearic acid,Date Collected 2,AR pg fold,stage (exact),stage coded,Embryo length (mm),mass,latency to 1m,latency to 5m,latency to song,closest approach,average distance,"Avg distance, excluding inc",Time <1,Time < 1/4,Within 1/4?,songs,caught time,euth time,Time responding,time incubating,INCUBATED,SQRT flyovers,Total Tail White,AR hypo rel,AR hypo fold,AR nt rel,AR nt fold,AR rel PTR,AR fold PTR,T (uncorrected) ng/mL,T corrected (ng/mL),EIA plate,"T, including plate multiplier (ng/mL)",Ln T with multiplier
VAM14,5/28/10,3/1/12,2,2.317822429,28.19521216,14.7232387,16.06263609,10.05012449,6.645901961,10.60963163,1.376127907,0.446254701,3.358203835,0.485412812,3.745351953,1.087666673,0.896414658,0.02305904,0.280502301,0.146475306,0.159800407,0.099984459,0.066117282,0.10555076,0.013690517,0.0044396,0.000599577,0.000626878,0.033409357,0.004829168,0.037260931,0.000974444,,0.010820738,0.008918052,0.002941183,3.549951503,43.18347882,22.5499515,24.60135791,15.39266085,10.17879082,16.24959586,2.107662464,0.683478823,0.092305205,0.096508244,5.143388296,0.743452958,5.736340123,0.150016166,,1.66585839,1.372938894,0.452796638,148,3.36,fertile female,F,,20.4,1.0333333,0.8833333,0.1333333,0.25,3.86875,3.86875,3.9,3.25,1,56,8.333,12,,,,2,2.27,0.916,-0.126,2.52,1.316,1.07,0.0956,1.70585601,3.127402685,40965,3.127402685,1.140202847
VAM15,6/2/10,3/1/12,2,2.350571743,25.5418196,13.57151165,13.4151602,9.77932657,6.699556415,11.03705765,1.756966252,7.392979496,3.504215747,0.462723725,3.586955402,0.497762938,0.40339262,0.025014336,0.271811166,0.144425435,0.142761573,0.104069726,0.0712954,0.11745426,0.018697299,0.007866528,0.000784929,0.000871099,0.037291195,0.004924218,0.038171694,0.000913401,0.002534962,0.005297098,0.004292827,0.001522857,2.433099665,26.4385858,14.04800366,13.88616276,10.12267601,6.934775983,11.42456568,1.81865285,0.76516306,0.076348674,0.084730265,3.62724779,0.478969826,3.712892411,0.088844864,0.246571167,0.515239256,0.417555623,0.148125572,153,2.41,fertile female?,F,,20.4,0.9166667,0.4166667,2.1666667,0.25,2.747916667,2.74791667,4,0.01666667,1,47,13,14,,,,2,2.86,2.35,1.23,2.38,1.25,1.71,0.772,2.34662075,2.672540299,40926,3.513855985,1.256714006
VAM16,6/3/10,2/21/12,2,2.520771917,23.59556005,13.14674362,14.24046983,9.735120572,6.963378683,11.24243976,2.178802264,1.830719832,5.759737773,0.939984038,6.520951841,0.794430681,0.530889144,0.024932894,0.233383109,0.130034121,0.14085214,0.09628984,0.068874609,0.111198698,0.02155048,0.018107605,0.00081908,0.001109979,0.056969426,0.009297359,0.064498576,0.001715734,0.003465691,0.007857695,0.005251012,0.003791954,2.278304198,21.32595303,11.88218616,12.87070916,8.798719913,6.293586015,10.16105326,1.969227883,1.654626763,0.074845462,0.101427067,5.205720779,0.849568961,5.893715275,0.156779352,0.316685951,0.718016074,0.47982404,0.346499046,154,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.268,0.476848441,1.072908992,40965,,
VAM17,6/3/10,3/1/12,2,1.516189262,19.83627598,13.19902087,17.0629733,12.96838381,10.07194566,15.34399018,1.987439288,0.706949486,2.562915229,0.442960135,3.036249773,0.737621684,0.527085337,0.015094961,0.197487089,0.131407539,0.169876489,0.12911135,0.100274831,0.152762542,0.019786658,0.007038287,0.000548476,,0.025516013,0.004410047,0.030228463,,0.002666781,0.007343655,0.005247585,0.001199236,1.186829837,15.52727273,10.33181818,13.35641026,10.15128205,7.884032634,12.01083916,1.555710956,0.553379953,0.043123543,,2.006177156,0.346736597,2.376689977,,0.20967366,0.577389277,0.412587413,0.094289044,154,2.67,fertile female,F,,20.3,0.7,0.55,1.1666667,0.25,2.9375,2.9375,4.9,1.36666667,1,46,9,11,,,,2.236067978,2.74,2.93,1.515,5.81,,0.819,-0.288,1.651087579,1.651087579,40965,1.651087579,0.50143421
VAM2,5/7/10,2/22/12,2,1.875332085,27.07634714,11.76591199,13.50234692,12.4306341,6.094719042,15.24076609,1.483333444,0.975146228,3.000399054,0.280219502,4.232174314,1.148436966,0.894233122,0.018487527,0.266925889,0.115991515,0.133109756,0.122544524,0.060083374,0.150247558,0.014623099,0.009613253,0.001330163,0.000941112,0.029578738,0.002762479,0.041721909,0.000636826,0.007948376,0.0113216,0.00881559,0.003316714,0.847168966,12.23156217,5.315173547,6.099596634,5.615457398,2.75324934,6.88491609,0.670086151,0.440515911,0.06095314,0.043125342,1.355410587,0.126587321,1.911856979,0.029181814,0.364224889,0.518798865,0.403963946,0.151984463,127,4.3,"mated, F prob inc",I,,21.9,4.45,1.6,1.6,0.25,10.62538462,9.7826,1.466666667,0.58333333,1,20,9.75,11,,,,1.732050808,2.1,1.84,0.88,3.86,1.95,2.05,1.04,0.644738265,1.105265597,40965,1.105265597,0.100085665
VAM3,5/13/10,2/22/12,2,2.139247472,30.17609672,15.49940979,15.05076643,11.91950464,5.392121856,12.64939026,1.545887226,0.634527895,1.549667928,0.236293903,1.56016988,0.997265292,0.649650705,0.021168387,0.298599998,0.153370523,0.148931085,0.117946469,0.05335639,0.125168869,0.015296939,0.006278812,0.000808493,0.000816807,0.01533435,0.002338187,0.01543827,0.000656771,0.004923702,0.009868189,0.006428456,0.003269305,0.595426006,8.399043577,4.314017796,4.189144948,3.317607305,1.500812609,3.520759526,0.430273481,0.176610895,0.022741357,0.022975201,0.43132578,0.065768705,0.434248834,0.018473698,0.138494277,0.277573164,0.180820092,0.091959264,133,2.72,unmated,U,,21.2,6,3.6166667,2.3833333,5,13.625,13.625,0,0,0,15,8.5,9,,,,0,2.09,2.7,1.43,2.1,1.07,0.084,-3.57,0.614926618,0.737911942,40926,0.970206621,-0.030246219
VAM4,5/13/10,2/13/12,2,1.57703022,27.13577581,14.77639514,16.50288945,10.26920982,5.912845575,11.2976235,1.806751279,0.867899729,3.399871666,0.594173033,3.594504529,1.174000616,1.091029635,0.015606206,0.268534168,0.146226406,0.1633117,0.101623544,0.0585132,0.11180067,0.017879513,0.008588689,0.001060877,0.001404271,0.033644946,0.005879904,0.035571022,0.001275738,0.004285712,0.011617847,0.01079677,0.002378819,1.071099408,18.43028308,10.0359447,11.20855826,6.974720211,4.015931534,7.673206057,1.227123107,0.589466754,0.07281106,0.096379197,2.309150757,0.40355497,2.441342989,0.087557604,0.294140882,0.797366689,0.741013825,0.163265306,133,2.35,"mated, maybe chicks",O,,21.7,2.65,1.9333333,0.7833333,1,8.508333333,8.50833333,0.466666667,0,0,22,14,15.5,,,,2,1.93,3.13,1.65,3.31,1.71,1.01,0.0107,0.427074382,0.552684495,40926,0.726669574,-0.319283411
VAM5,5/14/10,2/23/12,2,1.94570313,24.72668022,14.33160527,14.50194498,11.64374916,5.217705463,12.27780752,1.730819734,0.867368629,1.86488608,0.488529638,2.095584661,4.446823977,3.860791543,0.019227323,0.244347583,0.141624071,0.143307358,0.115062837,0.051561055,0.121328564,0.017103858,0.008571285,0.002413094,0.002702722,0.018428693,0.004827621,0.020708443,,,0.04394325,0.038152112,0.006690133,1.872967809,23.80233416,13.79585349,13.95982547,11.20847626,5.022654391,11.81883192,1.6661173,0.834944188,0.235063745,0.263276981,1.795171905,0.47026716,2.017246388,,,4.280590411,3.716465356,0.651697822,134,2.42,unmated,U,,21.5,2.3,1.6333333,0.2666667,1,5.530555556,5.53055556,3.183333333,0,0,48,11.5,12,,,,1.414213562,2.14,1.55,0.635,2.14,1.1,0.602,-0.732,5.101093929,6.376367411,40965,6.376367411,1.852598564
VAM6,5/15/10,2/23/12,2,2.063527808,23.59471843,14.58952428,12.98212149,11.08373478,7.401470963,15.52635413,2.629746887,1.394279524,2.556743335,0.539873039,4.025645441,0.837480259,0.774779628,0.020436484,0.233674136,0.144489729,0.128570554,0.109769572,0.073301673,0.153767776,0.026044127,0.013808474,0.001768149,0.00188622,0.025321124,0.005346721,0.039868635,0.001559703,0.002963436,0.008294122,0.007673156,0.001456209,2.987428084,34.15874707,21.12167057,18.79458768,16.04623908,10.71532069,22.47794588,3.807159599,2.018538249,0.258470062,0.27572981,3.701470275,0.781589602,5.828041764,0.227999148,0.433198381,1.212444066,1.121670573,0.212870232,135,2.84,"mated, chicks",O,,20.9,2,0,0.65,0.25,3.434722222,3.43472222,3.083333333,1.3,1,12,7.83333,9.83333,,,,1.414213562,2.18,3.26,1.7,2.05,1.03,0.301,-1.73,1.473362639,1.861089649,40965,1.861089649,0.621162149
VAM7,5/15/10,2/24/12,2,4.014685562,30.23999058,15.73052913,12.38447904,10.03441569,5.966584027,11.06961565,1.628999963,0.639046013,3.106174428,0.445709098,3.600433213,0.695352158,0.443985441,0.039815382,0.299903133,0.156006496,0.122822262,0.099515663,0.059173208,0.109782191,0.016155501,0.006337697,0.000890326,0.000833345,0.030805282,0.004420291,0.035707061,0.000839043,0.003765011,0.00689611,0.004403197,0.001928802,3.719129231,28.01375878,14.57246647,11.47274856,9.29569406,5.527331275,10.25468384,1.509074942,0.592000213,0.083164786,0.07784224,2.877501597,0.41289653,3.335373643,0.078374494,0.351687247,0.644161167,0.411299766,0.180168193,135,3.32,unmated,U,,20.8,1.9166667,1.7666667,0.15,0.25,6.1875,6.1875,3.733333333,2.36666667,1,19,10,11.25,,,,2.449489743,2.26,3.15,1.66,1.59,0.668,2.05,1.03,0.901831667,1.152340464,40965,1.152340464,0.14179506
VAM8,5/20/10,2/24/12,2,1.582241917,23.978985,13.69645151,16.79885999,11.09698935,7.423895387,12.61421073,1.380610287,0.439738196,4.288183707,0.683735124,4.712289788,0.658587808,0.645221217,0.015716102,0.238178606,0.136044196,0.166859818,0.110224243,0.073740113,0.125294508,0.013713334,0.004367834,,0.000816859,0.042593697,0.006791408,0.04680626,0.000949627,0.002360566,0.006541625,0.006408857,0.002592347,0.917571012,13.90585175,7.942822608,9.741965998,6.43534698,4.305252647,7.315211393,0.800641144,0.255012219,,0.047691621,2.486796122,0.396510497,2.732742991,0.055443151,0.137819586,0.381927109,0.374175579,0.15135192,140,1.82,unknown,,,21.2,6,1.7,0.2,5,10.01388889,10.0138889,0,0,0,35,21,24,,,,0,2.11,2.8,1.48,2.815,1.495,0.68,-0.556,2.91605798,3.549983628,40965,3.549983628,1.266942992
VAM9,5/20/10,2/28/12,2,1.940336054,23.64823871,14.46207004,16.87759421,10.61339775,7.818314997,11.73616609,1.591297528,0.569152911,3.291357458,0.522540453,4.870261992,1.298859844,0.760411965,0.019293586,0.23514449,0.14380251,0.167821094,0.105533526,0.07774083,0.116697688,0.015822948,0.005659329,,0.000739373,0.032727366,0.005195842,0.048427085,0.001077792,0.003180039,0.012915116,0.007561099,0.000660286,1.896754362,23.11707802,14.13723895,16.49850827,10.3750113,7.642708616,11.47256125,1.555555556,0.556369225,,0.072687822,3.217430612,0.510803725,4.760871531,0.10595787,0.312629961,1.269686285,0.743332429,0.064912757,140,1.85,maybe unmated (if he was with VAF3),U,,19.2,6,6,0.1833333,10,13.98611111,13.9861111,0,0,0,63,9.5,12,,,,2.828427125,2.45,3.02,1.6,2.71,1.44,1.02,0.0342,2.188360173,2.664090646,40965,2.664090646,0.979862778
